id,community,alpha,beta
877,46,1.0,0.75
878,37,1.0,0.75
879,12,1.0,0.75
880,46,1.0,0.75
881,4,1.0,0.75
882,9,1.0,0.75
883,46,1.0,0.75
884,7,1.0,0.75
885,46,1.0,0.75
886,46,1.0,0.75
887,41,1.0,0.75
888,10,1.0,0.75
889,30,1.0,0.75
890,33,1.0,0.75
891,38,1.0,0.75
892,46,1.0,0.75
893,40,1.0,0.75
894,47,1.0,0.75
895,33,1.0,0.75
896,46,1.0,0.75
897,12,1.0,0.75
898,30,1.0,0.75
899,11,1.0,0.75
900,46,1.0,0.75
901,33,1.0,0.75
902,12,1.0,0.75
903,37,1.0,0.75
904,1,1.0,0.75
905,46,1.0,0.75
906,46,1.0,0.75
907,46,1.0,0.75
908,46,1.0,0.75
909,46,1.0,0.75
910,45,1.0,0.75
911,23,1.0,0.75
912,46,1.0,0.75
913,46,1.0,0.75
914,46,1.0,0.75
915,38,1.0,0.75
916,8,1.0,0.75
917,46,1.0,0.75
918,46,1.0,0.75
919,46,1.0,0.75
920,9,1.0,0.75
921,46,1.0,0.75
922,46,1.0,0.75
923,37,1.0,0.75
924,46,1.0,0.75
925,46,1.0,0.75
926,46,1.0,0.75
927,46,1.0,0.75
928,10,1.0,0.75
929,46,1.0,0.75
930,46,1.0,0.75
931,46,1.0,0.75
932,46,1.0,0.75
933,46,1.0,0.75
934,41,1.0,0.75
935,46,1.0,0.75
936,46,1.0,0.75
937,46,1.0,0.75
938,36,1.0,0.75
939,33,1.0,0.75
940,22,1.0,0.75
941,14,1.0,0.75
942,30,1.0,0.75
943,4,1.0,0.75
944,29,1.0,0.75
945,2,1.0,0.75
946,32,1.0,0.75
947,46,1.0,0.75
948,43,1.0,0.75
949,46,1.0,0.75
950,46,1.0,0.75
951,46,1.0,0.75
952,46,1.0,0.75
953,46,1.0,0.75
954,46,1.0,0.75
955,46,1.0,0.75
956,46,1.0,0.75
957,46,1.0,0.75
958,2,1.0,0.75
959,19,1.0,0.75
960,25,1.0,0.75
961,14,1.0,0.75
962,9,1.0,0.75
963,46,1.0,0.75
964,46,1.0,0.75
965,42,1.0,0.75
966,44,1.0,0.75
967,46,1.0,0.75
968,2,1.0,0.75
969,5,1.0,0.75
970,46,1.0,0.75
971,46,1.0,0.75
972,23,1.0,0.75
973,31,1.0,0.75
974,46,1.0,0.75
975,36,1.0,0.75
976,46,1.0,0.75
977,7,1.0,0.75
978,39,1.0,0.75
979,46,1.0,0.75
980,46,1.0,0.75
981,46,1.0,0.75
982,27,1.0,0.75
983,39,1.0,0.75
984,5,1.0,0.75
985,13,1.0,0.75
986,39,1.0,0.75
987,46,1.0,0.75
988,20,1.0,0.75
989,5,1.0,0.75
990,46,1.0,0.75
991,30,1.0,0.75
992,5,1.0,0.75
993,33,1.0,0.75
994,21,1.0,0.75
995,17,1.0,0.75
996,35,1.0,0.75
997,30,1.0,0.75
998,14,1.0,0.75
999,11,1.0,0.75
1000,2,1.0,0.75
1001,46,1.0,0.75
1002,31,1.0,0.75
1003,20,1.0,0.75
1004,14,1.0,0.75
0,65,1.0,0.7
1,65,1.0,0.7
2,57,1.0,0.7
3,57,1.0,0.7
4,57,1.0,0.7
5,72,1.0,0.7
6,57,1.0,0.7
7,52,1.0,0.7
8,52,1.0,0.7
9,52,1.0,0.7
10,72,1.0,0.7
11,52,1.0,0.7
12,52,1.0,0.7
13,72,1.0,0.7
14,66,1.0,0.7
15,54,1.0,0.7
16,72,1.0,0.7
17,72,1.0,0.7
18,65,1.0,0.7
19,52,1.0,0.7
20,72,1.0,0.7
21,72,1.0,0.7
22,64,1.0,0.7
23,63,1.0,0.7
24,63,1.0,0.7
25,63,1.0,0.7
26,63,1.0,0.7
27,63,1.0,0.7
28,72,1.0,0.7
29,63,1.0,0.7
30,63,1.0,0.7
31,63,1.0,0.7
32,63,1.0,0.7
33,63,1.0,0.7
34,63,1.0,0.7
35,63,1.0,0.7
36,63,1.0,0.7
37,63,1.0,0.7
38,63,1.0,0.7
39,63,1.0,0.7
40,63,1.0,0.7
41,72,1.0,0.7
42,72,1.0,0.7
43,52,1.0,0.7
44,67,1.0,0.7
45,54,1.0,0.7
46,72,1.0,0.7
47,63,1.0,0.7
48,63,1.0,0.7
49,54,1.0,0.7
50,54,1.0,0.7
51,66,1.0,0.7
52,58,1.0,0.7
53,66,1.0,0.7
54,57,1.0,0.7
55,57,1.0,0.7
56,57,1.0,0.7
57,57,1.0,0.7
58,57,1.0,0.7
59,57,1.0,0.7
60,58,1.0,0.7
61,58,1.0,0.7
62,72,1.0,0.7
63,57,1.0,0.7
64,72,1.0,0.7
65,66,1.0,0.7
66,63,1.0,0.7
67,64,1.0,0.7
68,72,1.0,0.7
69,67,1.0,0.7
70,67,1.0,0.7
71,57,1.0,0.7
72,58,1.0,0.7
73,65,1.0,0.7
74,65,1.0,0.7
75,63,1.0,0.7
76,63,1.0,0.7
77,64,1.0,0.7
78,64,1.0,0.7
79,64,1.0,0.7
80,72,1.0,0.7
81,72,1.0,0.7
82,72,1.0,0.7
83,72,1.0,0.7
84,72,1.0,0.7
85,65,1.0,0.7
86,72,1.0,0.7
87,72,1.0,0.7
88,57,1.0,0.7
89,57,1.0,0.7
90,72,1.0,0.7
91,63,1.0,0.7
92,72,1.0,0.7
93,72,1.0,0.7
94,66,1.0,0.7
95,66,1.0,0.7
96,63,1.0,0.7
97,54,1.0,0.7
98,54,1.0,0.7
99,54,1.0,0.7
100,54,1.0,0.7
101,54,1.0,0.7
102,57,1.0,0.7
103,58,1.0,0.7
104,58,1.0,0.7
105,72,1.0,0.7
106,72,1.0,0.7
107,72,1.0,0.7
108,72,1.0,0.7
109,61,1.0,0.7
110,64,1.0,0.7
111,65,1.0,0.7
112,63,1.0,0.7
113,63,1.0,0.7
114,72,1.0,0.7
115,72,1.0,0.7
116,63,1.0,0.7
117,64,1.0,0.7
118,72,1.0,0.7
119,63,1.0,0.7
120,65,1.0,0.7
121,72,1.0,0.7
122,58,1.0,0.7
123,63,1.0,0.7
124,54,1.0,0.7
125,54,1.0,0.7
126,57,1.0,0.7
127,72,1.0,0.7
128,72,1.0,0.7
129,72,1.0,0.7
130,66,1.0,0.7
131,57,1.0,0.7
132,57,1.0,0.7
133,72,1.0,0.7
134,66,1.0,0.7
135,63,1.0,0.7
136,63,1.0,0.7
137,57,1.0,0.7
138,57,1.0,0.7
139,54,1.0,0.7
140,54,1.0,0.7
141,52,1.0,0.7
142,72,1.0,0.7
143,72,1.0,0.7
144,57,1.0,0.7
145,72,1.0,0.7
146,65,1.0,0.7
147,72,1.0,0.7
148,58,1.0,0.7
149,58,1.0,0.7
150,58,1.0,0.7
151,63,1.0,0.7
152,72,1.0,0.7
153,72,1.0,0.7
154,72,1.0,0.7
155,72,1.0,0.7
156,58,1.0,0.7
157,58,1.0,0.7
158,57,1.0,0.7
159,57,1.0,0.7
160,72,1.0,0.7
161,52,1.0,0.7
162,72,1.0,0.7
163,72,1.0,0.7
164,54,1.0,0.7
165,63,1.0,0.7
166,72,1.0,0.7
167,66,1.0,0.7
168,66,1.0,0.7
169,72,1.0,0.7
170,72,1.0,0.7
171,63,1.0,0.7
172,66,1.0,0.7
173,72,1.0,0.7
174,57,1.0,0.7
175,57,1.0,0.7
176,66,1.0,0.7
177,66,1.0,0.7
178,66,1.0,0.7
179,58,1.0,0.7
180,72,1.0,0.7
181,58,1.0,0.7
182,58,1.0,0.7
183,72,1.0,0.7
184,72,1.0,0.7
185,54,1.0,0.7
186,72,1.0,0.7
187,72,1.0,0.7
188,67,1.0,0.7
189,67,1.0,0.7
190,67,1.0,0.7
191,66,1.0,0.7
192,57,1.0,0.7
193,57,1.0,0.7
194,57,1.0,0.7
195,57,1.0,0.7
196,66,1.0,0.7
197,66,1.0,0.7
198,66,1.0,0.7
199,66,1.0,0.7
200,66,1.0,0.7
201,66,1.0,0.7
202,65,1.0,0.7
203,66,1.0,0.7
204,66,1.0,0.7
205,66,1.0,0.7
206,66,1.0,0.7
207,66,1.0,0.7
208,57,1.0,0.7
209,72,1.0,0.7
210,72,1.0,0.7
211,72,1.0,0.7
212,72,1.0,0.7
213,52,1.0,0.7
214,66,1.0,0.7
215,72,1.0,0.7
216,54,1.0,0.7
217,57,1.0,0.7
218,65,1.0,0.7
219,65,1.0,0.7
220,64,1.0,0.7
221,65,1.0,0.7
222,65,1.0,0.7
223,65,1.0,0.7
224,64,1.0,0.7
225,65,1.0,0.7
226,72,1.0,0.7
227,65,1.0,0.7
228,65,1.0,0.7
229,63,1.0,0.7
230,64,1.0,0.7
231,66,1.0,0.7
232,66,1.0,0.7
233,72,1.0,0.7
234,57,1.0,0.7
235,57,1.0,0.7
236,57,1.0,0.7
237,57,1.0,0.7
238,57,1.0,0.7
239,57,1.0,0.7
240,57,1.0,0.7
241,57,1.0,0.7
242,57,1.0,0.7
243,57,1.0,0.7
244,57,1.0,0.7
245,63,1.0,0.7
246,52,1.0,0.7
247,52,1.0,0.7
248,65,1.0,0.7
249,72,1.0,0.7
250,58,1.0,0.7
251,63,1.0,0.7
252,57,1.0,0.7
253,72,1.0,0.7
254,72,1.0,0.7
255,72,1.0,0.7
256,72,1.0,0.7
257,65,1.0,0.7
258,72,1.0,0.7
259,58,1.0,0.7
260,58,1.0,0.7
261,63,1.0,0.7
262,58,1.0,0.7
263,63,1.0,0.7
264,52,1.0,0.7
265,52,1.0,0.7
266,52,1.0,0.7
267,52,1.0,0.7
268,65,1.0,0.7
269,72,1.0,0.7
270,58,1.0,0.7
271,57,1.0,0.7
272,54,1.0,0.7
273,54,1.0,0.7
274,54,1.0,0.7
275,66,1.0,0.7
276,65,1.0,0.7
277,66,1.0,0.7
278,66,1.0,0.7
279,64,1.0,0.7
280,72,1.0,0.7
281,57,1.0,0.7
282,72,1.0,0.7
283,72,1.0,0.7
284,66,1.0,0.7
285,57,1.0,0.7
286,57,1.0,0.7
287,65,1.0,0.7
288,67,1.0,0.7
289,63,1.0,0.7
290,72,1.0,0.7
291,66,1.0,0.7
292,66,1.0,0.7
293,52,1.0,0.7
294,66,1.0,0.7
295,58,1.0,0.7
296,58,1.0,0.7
297,65,1.0,0.7
298,65,1.0,0.7
299,65,1.0,0.7
300,72,1.0,0.7
301,72,1.0,0.7
302,57,1.0,0.7
303,72,1.0,0.7
304,57,1.0,0.7
305,57,1.0,0.7
306,72,1.0,0.7
307,65,1.0,0.7
308,67,1.0,0.7
309,65,1.0,0.7
310,65,1.0,0.7
311,65,1.0,0.7
312,65,1.0,0.7
313,65,1.0,0.7
314,65,1.0,0.7
315,65,1.0,0.7
316,65,1.0,0.7
317,65,1.0,0.7
318,63,1.0,0.7
319,57,1.0,0.7
320,58,1.0,0.7
321,58,1.0,0.7
322,54,1.0,0.7
323,54,1.0,0.7
324,52,1.0,0.7
325,72,1.0,0.7
326,72,1.0,0.7
327,72,1.0,0.7
328,63,1.0,0.7
329,72,1.0,0.7
330,63,1.0,0.7
331,65,1.0,0.7
332,52,1.0,0.7
333,72,1.0,0.7
334,54,1.0,0.7
335,54,1.0,0.7
336,63,1.0,0.7
337,63,1.0,0.7
338,63,1.0,0.7
339,63,1.0,0.7
340,72,1.0,0.7
341,65,1.0,0.7
342,66,1.0,0.7
343,66,1.0,0.7
344,58,1.0,0.7
345,66,1.0,0.7
346,66,1.0,0.7
347,58,1.0,0.7
348,62,1.0,0.7
349,58,1.0,0.7
350,66,1.0,0.7
351,66,1.0,0.7
352,66,1.0,0.7
353,54,1.0,0.7
354,54,1.0,0.7
355,72,1.0,0.7
356,72,1.0,0.7
357,72,1.0,0.7
358,52,1.0,0.7
359,52,1.0,0.7
360,52,1.0,0.7
361,63,1.0,0.7
362,67,1.0,0.7
363,72,1.0,0.7
364,58,1.0,0.7
365,72,1.0,0.7
366,72,1.0,0.7
367,72,1.0,0.7
368,58,1.0,0.7
369,59,1.0,0.7
370,63,1.0,0.7
371,72,1.0,0.7
372,72,1.0,0.7
373,72,1.0,0.7
374,52,1.0,0.7
375,72,1.0,0.7
376,58,1.0,0.7
377,66,1.0,0.7
378,58,1.0,0.7
379,58,1.0,0.7
380,58,1.0,0.7
381,58,1.0,0.7
382,56,1.0,0.7
383,51,1.0,0.7
384,58,1.0,0.7
385,58,1.0,0.7
386,58,1.0,0.7
387,58,1.0,0.7
388,58,1.0,0.7
389,58,1.0,0.7
390,58,1.0,0.7
391,58,1.0,0.7
392,58,1.0,0.7
393,58,1.0,0.7
394,58,1.0,0.7
395,58,1.0,0.7
396,58,1.0,0.7
397,58,1.0,0.7
398,52,1.0,0.7
399,66,1.0,0.7
400,72,1.0,0.7
401,65,1.0,0.7
402,57,1.0,0.7
403,66,1.0,0.7
404,72,1.0,0.7
405,72,1.0,0.7
406,52,1.0,0.7
407,52,1.0,0.7
408,57,1.0,0.7
409,72,1.0,0.7
410,67,1.0,0.7
411,57,1.0,0.7
412,57,1.0,0.7
413,66,1.0,0.7
414,60,1.0,0.7
415,45,1.0,0.7
416,43,1.0,0.7
417,63,1.0,0.7
418,67,1.0,0.7
419,72,1.0,0.7
420,72,1.0,0.7
421,67,1.0,0.7
422,72,1.0,0.7
423,63,1.0,0.7
424,72,1.0,0.7
425,65,1.0,0.7
426,66,1.0,0.7
427,72,1.0,0.7
428,54,1.0,0.7
429,54,1.0,0.7
430,67,1.0,0.7
431,67,1.0,0.7
432,52,1.0,0.7
433,57,1.0,0.7
434,72,1.0,0.7
435,64,1.0,0.7
436,28,1.0,0.7
437,63,1.0,0.7
438,63,1.0,0.7
439,26,1.0,0.7
440,66,1.0,0.7
441,52,1.0,0.7
442,63,1.0,0.7
443,63,1.0,0.7
444,63,1.0,0.7
445,64,1.0,0.7
446,54,1.0,0.7
447,54,1.0,0.7
448,54,1.0,0.7
449,60,1.0,0.7
450,66,1.0,0.7
451,52,1.0,0.7
452,52,1.0,0.7
453,72,1.0,0.7
454,58,1.0,0.7
455,63,1.0,0.7
456,22,1.0,0.7
457,66,1.0,0.7
458,66,1.0,0.7
459,72,1.0,0.7
460,72,1.0,0.7
461,54,1.0,0.7
462,67,1.0,0.7
463,13,1.0,0.7
464,72,1.0,0.7
465,65,1.0,0.7
466,52,1.0,0.7
467,67,1.0,0.7
468,64,1.0,0.7
469,54,1.0,0.7
470,63,1.0,0.7
471,67,1.0,0.7
472,54,1.0,0.7
473,72,1.0,0.7
474,72,1.0,0.7
475,38,1.0,0.7
476,63,1.0,0.7
477,54,1.0,0.7
478,72,1.0,0.7
479,47,1.0,0.7
480,67,1.0,0.7
481,57,1.0,0.7
482,72,1.0,0.7
483,66,1.0,0.7
484,66,1.0,0.7
485,63,1.0,0.7
486,72,1.0,0.7
487,52,1.0,0.7
488,52,1.0,0.7
489,72,1.0,0.7
490,72,1.0,0.7
491,64,1.0,0.7
492,72,1.0,0.7
493,72,1.0,0.7
494,72,1.0,0.7
495,72,1.0,0.7
496,52,1.0,0.7
497,64,1.0,0.7
498,52,1.0,0.7
499,52,1.0,0.7
500,52,1.0,0.7
501,52,1.0,0.7
502,52,1.0,0.7
503,52,1.0,0.7
504,52,1.0,0.7
505,52,1.0,0.7
506,52,1.0,0.7
507,55,1.0,0.7
508,67,1.0,0.7
509,67,1.0,0.7
510,52,1.0,0.7
511,64,1.0,0.7
512,26,1.0,0.7
513,72,1.0,0.7
514,64,1.0,0.7
515,66,1.0,0.7
516,57,1.0,0.7
517,57,1.0,0.7
518,72,1.0,0.7
519,65,1.0,0.7
520,57,1.0,0.7
521,67,1.0,0.7
522,51,1.0,0.7
523,66,1.0,0.7
524,71,1.0,0.7
525,52,1.0,0.7
526,66,1.0,0.7
527,63,1.0,0.7
528,54,1.0,0.7
529,52,1.0,0.7
530,52,1.0,0.7
531,72,1.0,0.7
532,57,1.0,0.7
533,72,1.0,0.7
534,60,1.0,0.7
535,66,1.0,0.7
536,65,1.0,0.7
537,65,1.0,0.7
538,58,1.0,0.7
539,54,1.0,0.7
540,65,1.0,0.7
541,54,1.0,0.7
542,66,1.0,0.7
543,66,1.0,0.7
544,67,1.0,0.7
545,63,1.0,0.7
546,72,1.0,0.7
547,63,1.0,0.7
548,72,1.0,0.7
549,67,1.0,0.7
550,67,1.0,0.7
551,67,1.0,0.7
552,57,1.0,0.7
553,57,1.0,0.7
554,65,1.0,0.7
555,52,1.0,0.7
556,64,1.0,0.7
557,64,1.0,0.7
558,52,1.0,0.7
559,58,1.0,0.7
560,65,1.0,0.7
561,44,1.0,0.7
562,66,1.0,0.7
563,66,1.0,0.7
564,57,1.0,0.7
565,52,1.0,0.7
566,52,1.0,0.7
567,43,1.0,0.7
568,65,1.0,0.7
569,52,1.0,0.7
570,52,1.0,0.7
571,57,1.0,0.7
572,66,1.0,0.7
573,52,1.0,0.7
574,43,1.0,0.7
575,66,1.0,0.7
576,58,1.0,0.7
577,58,1.0,0.7
578,10,1.0,0.7
579,54,1.0,0.7
580,9,1.0,0.7
581,64,1.0,0.7
582,67,1.0,0.7
583,37,1.0,0.7
584,47,1.0,0.7
585,65,1.0,0.7
586,57,1.0,0.7
587,57,1.0,0.7
588,63,1.0,0.7
589,72,1.0,0.7
590,63,1.0,0.7
591,63,1.0,0.7
592,54,1.0,0.7
593,66,1.0,0.7
594,66,1.0,0.7
595,32,1.0,0.7
596,51,1.0,0.7
597,54,1.0,0.7
598,62,1.0,0.7
599,57,1.0,0.7
600,66,1.0,0.7
601,72,1.0,0.7
602,52,1.0,0.7
603,68,1.0,0.7
604,57,1.0,0.7
605,53,1.0,0.7
606,25,1.0,0.7
607,67,1.0,0.7
608,52,1.0,0.7
609,53,1.0,0.7
610,67,1.0,0.7
611,58,1.0,0.7
612,72,1.0,0.7
613,64,1.0,0.7
614,43,1.0,0.7
615,72,1.0,0.7
616,64,1.0,0.7
617,56,1.0,0.7
618,54,1.0,0.7
619,57,1.0,0.7
620,38,1.0,0.7
621,66,1.0,0.7
622,1,1.0,0.7
623,67,1.0,0.7
624,64,1.0,0.7
625,64,1.0,0.7
626,33,1.0,0.7
627,67,1.0,0.7
628,58,1.0,0.7
629,5,1.0,0.7
630,5,1.0,0.7
631,45,1.0,0.7
632,26,1.0,0.7
633,31,1.0,0.7
634,28,1.0,0.7
635,52,1.0,0.7
636,45,1.0,0.7
637,55,1.0,0.7
638,57,1.0,0.7
639,46,1.0,0.7
640,54,1.0,0.7
641,63,1.0,0.7
642,64,1.0,0.7
643,54,1.0,0.7
644,58,1.0,0.7
645,53,1.0,0.7
646,47,1.0,0.7
647,64,1.0,0.7
648,10,1.0,0.7
649,52,1.0,0.7
650,11,1.0,0.7
651,63,1.0,0.7
652,66,1.0,0.7
653,9,1.0,0.7
654,72,1.0,0.7
655,63,1.0,0.7
656,58,1.0,0.7
657,10,1.0,0.7
658,30,1.0,0.7
659,34,1.0,0.7
660,19,1.0,0.7
661,52,1.0,0.7
662,54,1.0,0.7
663,67,1.0,0.7
664,66,1.0,0.7
665,57,1.0,0.7
666,52,1.0,0.7
667,67,1.0,0.7
668,1,1.0,0.7
669,54,1.0,0.7
670,68,1.0,0.7
671,67,1.0,0.7
672,65,1.0,0.7
673,39,1.0,0.7
674,52,1.0,0.7
675,27,1.0,0.7
676,53,1.0,0.7
677,22,1.0,0.7
678,65,1.0,0.7
679,67,1.0,0.7
680,44,1.0,0.7
681,66,1.0,0.7
682,51,1.0,0.7
683,57,1.0,0.7
684,29,1.0,0.7
685,57,1.0,0.7
686,64,1.0,0.7
687,57,1.0,0.7
688,71,1.0,0.7
689,53,1.0,0.7
690,67,1.0,0.7
691,6,1.0,0.7
692,53,1.0,0.7
693,56,1.0,0.7
694,58,1.0,0.7
695,65,1.0,0.7
696,65,1.0,0.7
697,53,1.0,0.7
698,57,1.0,0.7
699,52,1.0,0.7
700,52,1.0,0.7
701,37,1.0,0.7
702,20,1.0,0.7
703,73,1.0,0.7
704,23,1.0,0.7
705,67,1.0,0.7
706,66,1.0,0.7
707,52,1.0,0.7
708,54,1.0,0.7
709,28,1.0,0.7
710,64,1.0,0.7
711,14,1.0,0.7
712,62,1.0,0.7
713,13,1.0,0.7
714,66,1.0,0.7
715,59,1.0,0.7
716,12,1.0,0.7
717,66,1.0,0.7
718,57,1.0,0.7
719,58,1.0,0.7
720,52,1.0,0.7
721,58,1.0,0.7
722,60,1.0,0.7
723,58,1.0,0.7
724,28,1.0,0.7
725,63,1.0,0.7
726,65,1.0,0.7
727,46,1.0,0.7
728,58,1.0,0.7
729,52,1.0,0.7
730,64,1.0,0.7
731,49,1.0,0.7
732,18,1.0,0.7
733,58,1.0,0.7
734,58,1.0,0.7
735,61,1.0,0.7
736,64,1.0,0.7
737,26,1.0,0.7
738,57,1.0,0.7
739,63,1.0,0.7
740,47,1.0,0.7
741,46,1.0,0.7
742,43,1.0,0.7
743,43,1.0,0.7
744,3,1.0,0.7
745,59,1.0,0.7
746,5,1.0,0.7
747,67,1.0,0.7
748,72,1.0,0.7
749,62,1.0,0.7
750,24,1.0,0.7
751,64,1.0,0.7
752,55,1.0,0.7
753,63,1.0,0.7
754,52,1.0,0.7
755,70,1.0,0.7
756,67,1.0,0.7
757,55,1.0,0.7
758,66,1.0,0.7
759,43,1.0,0.7
760,46,1.0,0.7
761,48,1.0,0.7
762,44,1.0,0.7
763,50,1.0,0.7
764,63,1.0,0.7
765,52,1.0,0.7
766,5,1.0,0.7
767,58,1.0,0.7
768,54,1.0,0.7
769,60,1.0,0.7
770,11,1.0,0.7
771,64,1.0,0.7
772,27,1.0,0.7
773,12,1.0,0.7
774,11,1.0,0.7
775,15,1.0,0.7
776,66,1.0,0.7
777,66,1.0,0.7
778,65,1.0,0.7
779,17,1.0,0.7
780,15,1.0,0.7
781,46,1.0,0.7
782,40,1.0,0.7
783,52,1.0,0.7
784,5,1.0,0.7
785,47,1.0,0.7
786,65,1.0,0.7
787,45,1.0,0.7
788,8,1.0,0.7
789,58,1.0,0.7
790,47,1.0,0.7
791,52,1.0,0.7
792,18,1.0,0.7
793,60,1.0,0.7
794,47,1.0,0.7
795,37,1.0,0.7
796,60,1.0,0.7
797,47,1.0,0.7
798,3,1.0,0.7
799,54,1.0,0.7
800,58,1.0,0.7
801,13,1.0,0.7
802,60,1.0,0.7
803,57,1.0,0.7
804,52,1.0,0.7
805,60,1.0,0.7
806,59,1.0,0.7
807,64,1.0,0.7
808,20,1.0,0.7
809,57,1.0,0.7
810,64,1.0,0.7
811,64,1.0,0.7
812,57,1.0,0.7
813,66,1.0,0.7
814,55,1.0,0.7
815,57,1.0,0.7
816,63,1.0,0.7
817,59,1.0,0.7
818,58,1.0,0.7
819,63,1.0,0.7
820,72,1.0,0.7
821,38,1.0,0.7
822,66,1.0,0.7
823,52,1.0,0.7
824,9,1.0,0.7
825,45,1.0,0.7
826,57,1.0,0.7
827,27,1.0,0.7
828,72,1.0,0.7
829,55,1.0,0.7
830,70,1.0,0.7
831,4,1.0,0.7
832,57,1.0,0.7
833,55,1.0,0.7
834,35,1.0,0.7
835,64,1.0,0.7
836,56,1.0,0.7
837,34,1.0,0.7
838,17,1.0,0.7
839,17,1.0,0.7
840,66,1.0,0.7
841,61,1.0,0.7
842,17,1.0,0.7
843,40,1.0,0.7
844,5,1.0,0.7
845,57,1.0,0.7
846,40,1.0,0.7
847,63,1.0,0.7
848,43,1.0,0.7
849,59,1.0,0.7
850,17,1.0,0.7
851,66,1.0,0.7
852,51,1.0,0.7
853,4,1.0,0.7
854,54,1.0,0.7
855,53,1.0,0.7
856,67,1.0,0.7
857,56,1.0,0.7
858,69,1.0,0.7
859,57,1.0,0.7
860,63,1.0,0.7
861,43,1.0,0.7
862,36,1.0,0.7
863,25,1.0,0.7
864,48,1.0,0.7
865,57,1.0,0.7
866,17,1.0,0.7
867,59,1.0,0.7
868,40,1.0,0.7
869,61,1.0,0.7
870,5,1.0,0.7
871,35,1.0,0.7
872,65,1.0,0.7
873,42,1.0,0.7
874,40,1.0,0.7
875,23,1.0,0.7
876,32,1.0,0.7
877,54,1.0,0.7
878,51,1.0,0.7
879,2,1.0,0.7
880,57,1.0,0.7
881,16,1.0,0.7
882,8,1.0,0.7
883,63,1.0,0.7
884,28,1.0,0.7
885,52,1.0,0.7
886,57,1.0,0.7
887,61,1.0,0.7
888,25,1.0,0.7
889,64,1.0,0.7
890,8,1.0,0.7
891,13,1.0,0.7
892,64,1.0,0.7
893,49,1.0,0.7
894,50,1.0,0.7
895,45,1.0,0.7
896,72,1.0,0.7
897,44,1.0,0.7
898,34,1.0,0.7
899,73,1.0,0.7
900,63,1.0,0.7
901,21,1.0,0.7
902,7,1.0,0.7
903,22,1.0,0.7
904,32,1.0,0.7
905,65,1.0,0.7
906,57,1.0,0.7
907,58,1.0,0.7
908,66,1.0,0.7
909,54,1.0,0.7
910,14,1.0,0.7
911,53,1.0,0.7
912,52,1.0,0.7
913,52,1.0,0.7
914,63,1.0,0.7
915,8,1.0,0.7
916,19,1.0,0.7
917,66,1.0,0.7
918,66,1.0,0.7
919,63,1.0,0.7
920,17,1.0,0.7
921,57,1.0,0.7
922,52,1.0,0.7
923,47,1.0,0.7
924,54,1.0,0.7
925,63,1.0,0.7
926,57,1.0,0.7
927,57,1.0,0.7
928,21,1.0,0.7
929,54,1.0,0.7
930,57,1.0,0.7
931,57,1.0,0.7
932,72,1.0,0.7
933,54,1.0,0.7
934,51,1.0,0.7
935,54,1.0,0.7
936,66,1.0,0.7
937,59,1.0,0.7
938,42,1.0,0.7
939,47,1.0,0.7
940,28,1.0,0.7
941,73,1.0,0.7
942,8,1.0,0.7
943,29,1.0,0.7
944,12,1.0,0.7
945,53,1.0,0.7
946,39,1.0,0.7
947,63,1.0,0.7
948,18,1.0,0.7
949,57,1.0,0.7
950,67,1.0,0.7
951,52,1.0,0.7
952,55,1.0,0.7
953,63,1.0,0.7
954,58,1.0,0.7
955,62,1.0,0.7
956,52,1.0,0.7
957,52,1.0,0.7
958,22,1.0,0.7
959,24,1.0,0.7
960,30,1.0,0.7
961,34,1.0,0.7
962,34,1.0,0.7
963,57,1.0,0.7
964,46,1.0,0.7
965,42,1.0,0.7
966,41,1.0,0.7
967,46,1.0,0.7
968,40,1.0,0.7
969,58,1.0,0.7
970,55,1.0,0.7
971,67,1.0,0.7
972,34,1.0,0.7
973,31,1.0,0.7
974,64,1.0,0.7
975,39,1.0,0.7
976,63,1.0,0.7
977,47,1.0,0.7
978,51,1.0,0.7
979,58,1.0,0.7
980,64,1.0,0.7
981,63,1.0,0.7
982,36,1.0,0.7
983,22,1.0,0.7
984,26,1.0,0.7
985,7,1.0,0.7
986,26,1.0,0.7
987,63,1.0,0.7
988,42,1.0,0.7
989,26,1.0,0.7
990,57,1.0,0.7
991,26,1.0,0.7
992,41,1.0,0.7
993,42,1.0,0.7
994,19,1.0,0.7
995,16,1.0,0.7
996,33,1.0,0.7
997,34,1.0,0.7
998,2,1.0,0.7
999,10,1.0,0.7
1000,52,1.0,0.7
1001,57,1.0,0.7
1002,27,1.0,0.7
1003,6,1.0,0.7
1004,69,1.0,0.7
0,72,1.0,0.8
1,72,1.0,0.8
2,51,1.0,0.8
3,51,1.0,0.8
4,51,1.0,0.8
5,79,1.0,0.8
6,51,1.0,0.8
7,55,1.0,0.8
8,55,1.0,0.8
9,55,1.0,0.8
10,79,1.0,0.8
11,55,1.0,0.8
12,55,1.0,0.8
13,79,1.0,0.8
14,76,1.0,0.8
15,66,1.0,0.8
16,79,1.0,0.8
17,79,1.0,0.8
18,72,1.0,0.8
19,55,1.0,0.8
20,79,1.0,0.8
21,79,1.0,0.8
22,71,1.0,0.8
23,50,1.0,0.8
24,50,1.0,0.8
25,50,1.0,0.8
26,50,1.0,0.8
27,50,1.0,0.8
28,79,1.0,0.8
29,50,1.0,0.8
30,50,1.0,0.8
